day,views,engagedViews,estimatedMinutesWatched,averageViewDuration,likes,dislikes,comments,shares,subscribersGained,subscribersLost,annotationClickThroughRate,annotationCloseRate,averageViewPercentage
2025-06-24,799,762,2996,225,63,2,7,12,0,0,0,0,37.85
2025-06-25,857,821,1657,116,47,1,11,7,1,0,0,0,29.44
2025-06-26,937,891,3514,225,52,1,10,9,1,0,0,0,37.02
2025-06-27,878,799,1888,129,51,2,16,7,1,0,0,0,32.92
2025-06-28,782,687,2724,209,32,1,12,5,1,0,0,0,35.7
2025-06-29,513,493,1667,195,19,1,5,4,1,0,0,0,47.47
2025-06-30,762,742,3112,245,29,1,5,7,1,0,0,0,35.57
2025-07-01,585,505,2262,232,37,1,5,9,1,0,0,0,19.16
2025-07-02,658,608,2391,218,29,1,10,9,1,0,0,0,28.96
2025-07-03,714,643,1726,145,28,0,6,5,1,0,0,0,28.06
2025-07-04,735,642,1470,120,30,1,11,8,1,0,0,0,25.32
2025-07-05,691,588,1440,125,48,1,13,8,0,0,0,0,25.61
2025-07-06,587,545,1213,124,25,1,4,6,1,0,0,0,24.68
2025-07-07,689,627,1700,148,50,2,12,8,0,0,0,0,36.51
2025-07-08,678,598,1040,92,29,1,7,9,1,0,0,0,33.47
2025-07-09,688,657,1273,111,50,1,5,8,1,0,0,0,36.13
2025-07-10,829,727,3275,237,31,1,4,9,1,0,0,0,31.13
2025-07-11,973,858,3860,238,64,2,13,13,1,0,0,0,12.86
2025-07-12,872,854,3546,244,50,1,17,10,1,0,0,0,34.04
2025-07-13,840,779,1554,111,59,2,12,9,0,0,0,0,28.09
2025-07-14,734,658,1284,105,22,1,9,7,1,0,0,0,31.57
2025-07-15,405,384,1586,235,30,1,6,3,0,0,0,0,32.64
2025-07-16,800,782,2787,209,30,1,15,10,1,0,0,0,30.48
2025-07-17,662,612,1490,135,43,1,10,4,1,0,0,0,19.37
2025-07-18,794,754,2250,170,57,1,8,9,1,0,0,0,30.69
2025-07-19,997,954,3872,233,45,2,13,14,2,0,0,0,24.97
2025-07-20,996,881,3586,216,30,1,19,11,1,0,0,0,13.43
2025-07-21,490,478,1592,195,28,1,5,4,0,0,0,0,32.58
2025-07-22,585,510,2116,217,24,1,8,4,1,0,0,0,22.44
2025-07-23,861,825,2382,166,30,1,6,10,0,0,0,0,27.74
2025-07-24,1241,1211,1944,94,99,4,15,14,2,0,0,0,33.91
2025-07-25,1105,1022,4475,243,78,1,16,11,1,0,0,0,29.45
2025-07-26,661,608,2721,247,51,2,11,8,1,0,0,0,29.57
2025-07-27,651,582,2235,206,43,2,12,6,1,0,0,0,27.29
2025-07-28,389,379,1660,256,20,0,8,3,0,0,0,0,21.96
2025-07-29,538,471,950,106,36,1,8,6,1,0,0,0,26.13
2025-07-30,802,714,2767,207,63,3,7,7,0,0,0,0,26.91
2025-07-31,887,766,2291,155,30,1,11,5,1,0,0,0,37.27
2025-08-01,876,745,1956,134,54,1,17,9,0,0,0,0,33.96
2025-08-02,884,807,2343,159,62,2,16,13,1,0,0,0,25.97
2025-08-03,766,743,2515,197,28,1,10,11,1,0,0,0,24.68
2025-08-04,643,551,2315,216,50,1,10,8,0,0,0,0,27.12
2025-08-05,752,718,1429,114,40,1,13,4,1,0,0,0,27.25
2025-08-06,844,767,2813,200,50,1,8,12,1,0,0,0,29.39
2025-08-07,862,831,1781,124,54,1,13,10,1,0,0,0,33.9
2025-08-08,946,886,2113,134,32,1,17,8,1,0,0,0,20.51
2025-08-09,715,649,1597,134,33,1,11,7,1,0,0,0,26.25
2025-08-10,896,869,1702,114,54,2,13,12,1,0,0,0,16.52
2025-08-11,720,619,1812,151,52,1,10,9,1,0,0,0,17.62
2025-08-12,769,750,1538,120,49,2,10,9,0,0,0,0,26.73
2025-08-13,820,781,2747,201,48,1,14,7,1,0,0,0,39.95
2025-08-14,816,742,2190,161,37,2,8,12,0,0,0,0,32.31
2025-08-15,923,902,3646,237,43,1,18,12,1,0,0,0,28.64
2025-08-16,803,735,3252,243,45,2,10,11,0,0,0,0,30.5
2025-08-17,568,504,1524,161,28,1,3,6,0,0,0,0,27.72
2025-08-18,510,482,1360,160,27,1,9,5,1,0,0,0,20.93
2025-08-19,737,695,1928,157,45,1,11,4,1,0,0,0,34.99
2025-08-20,790,674,1580,120,38,1,6,4,1,0,0,0,27.13
2025-08-21,734,659,2349,192,42,2,8,5,1,0,0,0,19.47
2025-08-22,1086,1003,2317,128,45,1,20,10,1,0,0,0,31.11
2025-08-23,990,925,2426,147,68,3,13,12,1,0,0,0,33.48
2025-08-24,907,880,2645,175,70,3,17,10,1,0,0,0,33.17
2025-08-25,563,499,1464,156,19,0,5,3,0,0,0,0,42.71
2025-08-26,850,730,1572,111,64,2,15,12,1,0,0,0,40.05
2025-08-27,1008,872,3780,225,68,3,19,12,1,0,0,0,27.82
2025-08-28,917,873,1972,129,44,2,14,14,1,0,0,0,21.32
2025-08-29,775,757,3281,254,49,1,5,11,1,0,0,0,26.28
2025-08-30,1033,940,3392,197,56,2,8,11,1,0,0,0,21.92
2025-08-31,633,548,1931,183,45,1,9,9,1,0,0,0,28.36
2025-09-01,791,772,1450,110,33,1,6,7,1,0,0,0,22.25
2025-09-02,508,451,931,110,17,1,4,7,1,0,0,0,20.99
2025-09-03,615,526,2009,196,23,0,8,8,1,0,0,0,18.13
2025-09-04,852,733,1889,133,40,2,7,5,1,0,0,0,26.74
2025-09-05,707,662,1367,116,42,2,8,7,1,0,0,0,20.17
2025-09-06,681,633,2792,246,36,1,7,7,1,0,0,0,28.77
2025-09-07,676,605,2186,194,28,1,11,5,1,0,0,0,22.53
2025-09-08,387,332,742,115,26,1,6,5,1,0,0,0,26.1
2025-09-09,572,528,1888,198,25,0,11,8,1,0,0,0,21.81
2025-09-10,476,412,1127,142,33,1,5,5,0,0,0,0,29.56
2025-09-11,646,553,1561,145,47,1,4,5,1,0,0,0,18.55
2025-09-12,692,616,1084,94,35,1,8,10,0,0,0,0,33.65
2025-09-13,691,676,2119,184,32,1,6,10,1,0,0,0,30.09
2025-09-14,603,579,1980,197,43,0,6,8,1,0,0,0,33.69
2025-09-15,755,671,2101,167,51,2,7,9,1,0,0,0,43.92
2025-09-16,824,746,3447,251,59,3,5,11,1,0,0,0,43.0
2025-09-17,484,454,1508,187,19,1,9,3,0,0,0,0,35.84
2025-09-18,957,876,3126,196,61,1,16,10,1,0,0,0,27.57
2025-09-19,790,741,3292,250,58,2,14,4,1,0,0,0,32.19
2025-09-20,926,904,2809,182,47,1,18,5,1,0,0,0,27.01
2025-09-21,887,795,2232,151,27,0,12,5,1,0,0,0,30.66
2025-09-22,780,683,1456,112,26,1,12,10,1,0,0,0,24.93
2025-09-23,553,541,1134,123,20,0,8,6,0,0,0,0,31.24
2025-09-24,773,732,2680,208,32,1,8,7,1,0,0,0,22.47
2025-09-25,1054,1019,2723,155,82,2,5,14,1,0,0,0,28.93
2025-09-26,1394,1226,4391,189,73,1,10,19,1,0,0,0,32.39
2025-09-27,820,713,1380,101,55,2,8,11,1,0,0,0,21.3
2025-09-28,625,577,1208,116,35,1,11,4,0,0,0,0,20.18
2025-09-29,736,658,1386,113,36,2,6,11,1,0,0,0,31.96
2025-09-30,613,549,2289,224,23,0,5,5,1,0,0,0,31.8
2025-10-01,856,830,2882,202,28,1,12,8,1,0,0,0,32.47
2025-10-02,1239,1098,5101,247,63,2,15,9,1,0,0,0,33.13
2025-10-03,649,598,2390,221,25,1,12,6,1,0,0,0,18.37
2025-10-04,833,708,1791,129,65,3,11,7,1,0,0,0,31.4
2025-10-05,604,585,1782,177,34,1,7,6,1,0,0,0,20.77
2025-10-06,671,575,1588,142,22,0,10,9,1,0,0,0,15.0
2025-10-07,713,634,2258,190,36,1,7,5,1,0,0,0,23.45
2025-10-08,766,673,2860,224,23,1,5,8,1,0,0,0,25.79
2025-10-09,949,821,3843,243,48,1,11,9,1,0,0,0,41.5
2025-10-10,990,942,2508,152,67,2,11,13,0,0,0,0,40.42
2025-10-11,1042,956,3039,175,69,3,9,6,1,0,0,0,34.36
2025-10-12,705,685,1586,135,24,0,13,5,1,0,0,0,34.82
2025-10-13,728,688,1674,138,38,1,6,7,1,0,0,0,28.45
2025-10-14,435,381,834,115,26,1,5,4,1,0,0,0,32.08
2025-10-15,781,720,2200,169,56,2,5,5,1,0,0,0,19.21
2025-10-16,903,785,3341,222,57,1,12,8,1,0,0,0,31.7
2025-10-17,1008,964,2402,143,46,2,17,14,1,0,0,0,34.22
2025-10-18,1073,1045,3165,177,78,2,13,13,1,0,0,0,26.51
2025-10-19,1124,993,4290,229,74,3,17,11,1,0,0,0,32.24
2025-10-20,609,567,2436,240,45,1,4,6,1,0,0,0,34.0
2025-10-21,778,755,2451,189,47,1,6,12,1,0,0,0,35.28
2025-10-22,908,781,1680,111,35,2,16,13,0,0,0,0,14.83
2025-10-23,866,802,2309,160,53,1,8,8,1,0,0,0,36.48
2025-10-24,1089,1012,3703,204,42,1,12,16,1,0,0,0,29.73
2025-10-25,1053,922,3528,201,68,1,15,10,1,0,0,0,39.08
2025-10-26,855,765,2536,178,34,1,4,9,0,0,0,0,35.64
2025-10-27,1166,1098,2118,109,62,3,16,11,2,0,0,0,25.18
2025-10-28,1217,1103,1988,98,83,2,21,9,1,0,0,0,25.6
2025-10-29,2034,1868,7865,232,154,6,20,19,2,0,0,0,32.34
2025-10-30,2146,1978,5615,157,107,4,33,16,2,0,0,0,28.36
2025-10-31,1870,1828,7480,240,138,4,29,14,1,0,0,0,31.36
2025-11-01,1342,1153,2438,109,59,2,15,9,2,0,0,0,24.17
2025-11-02,782,680,2542,195,57,2,7,11,1,0,0,0,34.47
2025-11-03,721,652,2079,173,48,2,9,7,0,0,0,0,33.52
2025-11-04,836,802,3497,251,29,0,12,12,1,0,0,0,37.66
2025-11-05,932,813,1880,121,65,3,12,11,0,0,0,0,24.33
2025-11-06,969,868,2665,165,40,1,5,14,0,0,0,0,30.98
2025-11-07,948,892,2007,127,73,2,5,8,1,0,0,0,32.82
2025-11-08,850,730,2734,193,33,1,8,8,1,0,0,0,22.3
2025-11-09,794,754,2713,205,35,1,15,6,1,0,0,0,36.14
2025-11-10,613,536,2289,224,43,2,7,7,1,0,0,0,40.06
2025-11-11,969,836,2455,152,30,1,6,8,1,0,0,0,28.56
2025-11-12,777,731,1437,111,41,1,11,10,1,0,0,0,40.47
2025-11-13,712,637,2480,209,50,1,4,8,0,0,0,0,29.2
2025-11-14,1069,1009,3082,173,36,1,16,9,1,0,0,0,32.48
2025-11-15,1159,1075,2106,109,71,2,12,16,1,0,0,0,32.54
2025-11-16,974,897,2938,181,67,1,18,7,0,0,0,0,31.34
2025-11-17,648,589,2516,233,31,2,4,5,0,0,0,0,31.12
2025-11-18,589,543,1276,130,46,2,8,4,1,0,0,0,44.11
2025-11-19,627,557,2633,252,21,1,6,6,1,0,0,0,25.79
2025-11-20,816,697,2462,181,35,1,14,10,1,0,0,0,32.71
2025-11-21,882,841,2220,151,48,2,5,13,1,0,0,0,31.52
2025-11-22,645,567,2784,259,27,1,7,4,1,0,0,0,37.46
2025-11-23,687,638,1500,131,43,1,6,4,1,0,0,0,35.38
2025-11-24,613,545,1512,148,32,1,8,8,1,0,0,0,28.72
2025-11-25,703,627,1758,150,28,1,7,6,1,0,0,0,27.04
2025-11-26,728,653,2706,223,52,2,9,10,1,0,0,0,28.73
2025-11-27,935,810,3849,247,52,2,13,7,1,0,0,0,39.35
2025-11-28,955,838,3931,247,37,1,17,12,1,0,0,0,20.87
2025-11-29,687,647,2050,179,48,1,9,9,0,0,0,0,21.28
2025-11-30,739,652,1613,131,30,1,7,4,1,0,0,0,38.11
2025-12-01,674,589,2258,201,30,1,4,9,1,0,0,0,33.22
2025-12-02,832,808,2787,201,55,3,7,7,1,0,0,0,24.8
2025-12-03,849,757,2420,171,63,3,16,12,1,0,0,0,26.1
2025-12-04,1022,991,3764,221,40,1,5,11,1,0,0,0,43.34
2025-12-05,860,830,1304,91,50,1,15,12,1,0,0,0,29.63
2025-12-06,1034,924,2861,166,65,3,13,11,1,0,0,0,30.27
2025-12-07,837,713,1381,99,40,2,9,5,1,0,0,0,22.39
2025-12-08,650,627,2123,196,28,1,10,6,0,0,0,0,38.46
2025-12-09,736,681,1374,112,56,1,10,7,1,0,0,0,31.93
2025-12-10,1061,1020,2865,162,51,2,16,16,1,0,0,0,23.83
2025-12-11,907,818,1376,91,54,3,14,5,1,0,0,0,40.32
2025-12-12,1211,1088,2927,145,90,3,7,6,1,0,0,0,31.04
2025-12-13,878,848,3029,207,33,0,12,10,1,0,0,0,19.26
2025-12-14,864,766,2246,156,57,2,9,11,1,0,0,0,30.29
2025-12-15,653,628,1121,103,34,0,13,8,0,0,0,0,23.82
2025-12-16,853,744,3639,256,39,1,16,7,1,0,0,0,37.23
2025-12-17,1037,1007,4062,235,82,2,16,13,1,0,0,0,22.66
2025-12-18,1182,1154,1990,101,69,2,6,7,1,0,0,0,22.46
2025-12-19,1184,1045,2802,142,45,1,22,11,1,0,0,0,31.55
2025-12-20,978,872,2086,128,33,1,10,11,0,0,0,0,32.55
2025-12-21,585,561,1648,169,21,1,9,7,0,0,0,0,25.51
2025-12-22,493,439,1643,200,19,0,4,7,0,0,0,0,32.49
2025-12-23,656,620,2373,217,20,1,7,9,1,0,0,0,25.27
2025-12-24,956,863,3043,191,54,2,18,6,1,0,0,0,36.31
2025-12-25,943,828,1823,116,56,1,6,6,1,0,0,0,28.18
2025-12-26,721,648,1274,106,35,1,12,10,1,0,0,0,33.9
2025-12-27,1015,874,2740,162,57,3,6,6,1,0,0,0,31.98
2025-12-28,762,720,3277,258,29,1,15,6,1,0,0,0,21.33
2025-12-29,753,716,1782,142,24,1,13,7,0,0,0,0,23.31
2025-12-30,915,849,1464,96,28,1,11,12,0,0,0,0,35.48
2025-12-31,1209,1169,4856,241,45,1,21,11,2,0,0,0,31.49
2026-01-01,1153,996,4208,219,55,3,22,14,1,0,0,0,41.59
2026-01-02,1436,1338,4356,182,101,3,14,11,1,0,0,0,29.34
2026-01-03,1215,1166,4496,222,96,1,19,16,2,0,0,0,23.69
2026-01-04,944,845,3619,230,41,1,10,12,1,0,0,0,32.53
2026-01-05,830,771,1383,100,51,1,12,9,0,0,0,0,31.25
2026-01-06,1002,892,2221,133,62,2,7,9,1,0,0,0,31.46
2026-01-07,1341,1233,5699,255,62,1,18,12,2,0,0,0,31.02
2026-01-08,1262,1076,3344,159,97,3,24,16,2,0,0,0,37.43
2026-01-09,1139,1091,3455,182,67,2,14,16,2,0,0,0,30.98
2026-01-10,923,869,2000,130,70,2,14,11,2,0,0,0,25.13
2026-01-11,837,736,2916,209,45,1,15,10,1,0,0,0,17.91
2026-01-12,795,735,2412,182,40,1,15,10,1,0,0,0,29.26
2026-01-13,927,894,2055,133,57,2,12,7,1,0,0,0,21.37
2026-01-14,990,874,1584,96,61,1,11,7,2,0,0,0,42.6
2026-01-15,1333,1236,5754,259,102,4,18,9,2,0,0,0,20.7
2026-01-16,1125,1096,2719,145,79,2,16,11,0,0,0,0,41.17
2026-01-17,977,853,2263,139,33,1,18,12,1,0,0,0,21.65
2026-01-18,1106,1032,2230,121,86,2,14,12,1,0,0,0,41.6
2026-01-19,886,761,1388,94,61,1,13,6,1,0,0,0,47.32
2026-01-20,949,849,3369,213,62,1,11,9,1,0,0,0,34.59
2026-01-21,1297,1248,5426,251,53,2,8,17,1,0,0,0,41.51
2026-01-22,1199,1122,3497,175,40,0,22,14,1,0,0,0,19.24
2026-01-23,1721,1582,4044,141,80,3,16,24,4,0,0,0,25.1
2026-01-24,1109,1000,2366,128,59,2,14,8,2,0,0,0,30.64
2026-01-25,1077,993,3052,170,48,2,10,16,3,0,0,0,29.46
2026-01-26,1051,982,2452,140,45,2,13,12,2,0,0,0,26.13
2026-01-27,814,759,2618,193,42,1,9,7,3,0,0,0,25.79
2026-01-28,1113,1053,4656,251,66,3,7,7,3,0,0,0,31.56
2026-01-29,1384,1239,3299,143,59,3,26,20,7,1,0,0,22.58
2026-01-30,1295,1117,4166,193,47,2,12,19,4,0,0,0,31.74
2026-01-31,1161,1039,3522,182,70,2,16,12,5,1,0,0,35.72
2026-02-01,978,934,3684,226,57,3,8,5,3,0,0,0,24.72
2026-02-02,825,756,1760,128,56,3,12,12,4,1,0,0,36.61
2026-02-03,768,661,1242,97,42,1,15,9,6,0,0,0,33.83
2026-02-04,1047,1005,3595,206,50,2,16,10,3,0,0,0,30.76
2026-02-05,1451,1361,3603,149,77,1,24,12,4,0,0,0,32.53
2026-02-06,1140,1053,2109,111,34,1,8,9,8,1,0,0,27.5
2026-02-07,1154,1047,1943,101,55,2,11,15,6,1,0,0,20.91
2026-02-08,1038,911,2958,171,38,1,8,14,7,1,0,0,23.18
2026-02-09,886,860,3263,221,40,1,15,8,6,0,0,0,17.33
2026-02-10,939,868,3662,234,73,3,9,7,4,0,0,0,42.54
2026-02-11,674,647,2112,188,48,1,9,5,3,0,0,0,34.71
2026-02-12,1172,1002,4161,213,40,1,17,7,6,1,0,0,31.96
2026-02-13,1406,1353,3866,165,47,2,21,17,4,1,0,0,31.88
2026-02-14,871,745,2598,179,27,1,6,12,3,0,0,0,24.91
2026-02-15,810,700,3038,225,57,1,8,9,3,0,0,0,26.86
2026-02-16,672,578,1288,115,51,1,10,6,2,0,0,0,23.42
2026-02-17,841,725,2271,162,57,1,5,8,1,0,0,0,36.64
2026-02-18,986,961,3106,189,51,1,20,11,2,0,0,0,29.41
2026-02-19,1263,1175,5073,241,77,2,16,7,3,0,0,0,37.96
2026-02-20,1275,1243,2848,134,59,2,20,13,2,0,0,0,37.37
2026-02-21,1193,1097,2943,148,84,2,20,17,3,0,0,0,15.79
2026-02-22,1036,980,3609,209,35,1,18,12,1,0,0,0,30.42
2026-02-23,675,620,1508,134,44,1,9,3,1,0,0,0,24.91
2026-02-24,911,873,1412,93,32,1,13,10,0,0,0,0,20.06
2026-02-25,1093,1048,1858,102,56,3,9,8,1,0,0,0,27.69
2026-02-26,1161,1026,2167,112,60,1,12,17,1,0,0,0,30.35
2026-02-27,1058,921,2733,155,78,3,6,8,1,0,0,0,26.73
2026-02-28,1025,969,3536,207,38,1,10,8,1,0,0,0,38.11
2026-03-01,1061,913,3519,199,66,1,13,15,1,0,0,0,28.9
2026-03-02,1149,1061,2643,138,35,1,23,15,1,0,0,0,27.66
2026-03-03,971,898,4094,253,40,1,14,11,1,0,0,0,27.35
2026-03-04,1249,1219,4392,211,94,2,25,11,1,0,0,0,30.77
2026-03-05,1478,1418,5395,219,66,1,15,8,2,0,0,0,27.79
2026-03-06,1227,1166,4928,241,42,2,23,15,1,0,0,0,31.19
2026-03-07,1393,1242,3854,166,69,1,25,13,1,0,0,0,35.47
2026-03-08,1002,878,2756,165,51,1,7,10,2,0,0,0,38.51
2026-03-09,665,591,1230,111,49,2,4,8,1,0,0,0,36.13
2026-03-10,808,703,2182,162,28,1,7,12,1,0,0,0,28.9
2026-03-11,1009,895,2993,178,74,1,18,6,1,0,0,0,30.22
2026-03-12,1270,1141,2730,129,55,2,17,9,2,0,0,0,30.5
2026-03-13,1516,1294,4346,172,108,5,15,14,2,0,0,0,40.58
2026-03-14,1234,1137,3908,190,61,1,9,10,3,0,0,0,32.06
2026-03-15,1299,1241,4482,207,52,1,23,10,5,1,0,0,34.48
2026-03-16,1097,984,4333,237,58,2,11,9,5,1,0,0,21.1
2026-03-17,1099,1046,4231,231,57,1,7,12,3,0,0,0,34.57
2026-03-18,1428,1348,2499,105,54,2,17,21,4,0,0,0,28.87
2026-03-19,1235,1134,4981,242,77,3,21,15,8,1,0,0,35.02
2026-03-20,1961,1769,6471,198,119,2,33,17,9,1,0,0,22.51
2026-03-21,1343,1241,2507,112,101,2,22,19,4,0,0,0,26.0
2026-03-22,1064,970,2997,169,51,2,12,9,5,1,0,0,30.07
2026-03-23,1208,1145,4611,229,61,2,13,11,7,0,0,0,32.39
2026-03-24,1070,1039,3584,201,74,2,12,10,3,1,0,0,16.19
2026-03-25,1318,1230,3053,139,51,1,24,13,6,1,0,0,21.32
2026-03-26,1319,1275,4287,195,97,4,16,15,3,0,0,0,31.65
2026-03-27,1799,1623,6986,233,143,2,25,25,4,1,0,0,35.31
2026-03-28,1452,1380,4162,172,48,1,11,14,2,0,0,0,25.32
2026-03-29,1060,902,4293,243,58,2,9,10,2,0,0,0,34.97
2026-03-30,888,792,3138,212,62,1,8,13,1,0,0,0,23.99
2026-03-31,862,828,3161,220,31,0,13,5,1,0,0,0,32.8
2026-04-01,1422,1271,5830,246,77,4,14,16,2,0,0,0,31.4
2026-04-02,1151,986,4163,217,89,2,19,11,1,0,0,0,39.69
2026-04-03,1547,1486,5131,199,56,2,21,23,1,0,0,0,23.3
2026-04-04,1117,1092,3891,209,60,2,17,10,2,0,0,0,36.27
2026-04-05,1378,1172,4042,176,77,4,25,15,1,0,0,0,31.59
2026-04-06,964,886,4113,256,33,2,17,5,0,0,0,0,25.15
2026-04-07,1342,1258,4921,220,57,2,7,14,2,0,0,0,22.03
2026-04-08,1204,1082,2870,143,62,3,11,6,0,0,0,0,32.75
2026-04-09,1462,1362,4703,193,110,4,19,12,2,0,0,0,32.3
2026-04-10,1687,1565,3121,111,120,2,28,11,2,0,0,0,33.63
2026-04-11,1256,1204,4249,203,53,1,20,9,1,0,0,0,31.14
2026-04-12,1343,1154,4521,202,80,3,24,14,1,0,0,0,29.54
2026-04-13,1136,1063,2405,127,68,3,17,7,2,0,0,0,23.44
2026-04-14,1240,1135,2893,140,78,1,21,9,1,0,0,0,29.52
2026-04-15,1266,1088,4790,227,85,3,20,8,2,0,0,0,37.94
2026-04-16,1743,1691,4909,169,119,3,22,14,2,0,0,0,29.56
2026-04-17,1285,1103,3748,175,98,2,17,9,1,0,0,0,23.01
2026-04-18,1157,1126,3220,167,36,1,19,9,1,0,0,0,31.97
2026-04-19,1328,1168,3807,172,104,2,9,19,1,0,0,0,36.21
2026-04-20,1118,971,4006,215,86,4,19,10,1,0,0,0,35.98
2026-04-21,1061,930,2263,128,47,1,12,13,1,0,0,0,37.63
2026-04-22,999,926,2398,144,60,2,14,13,3,0,0,0,26.33
2026-04-23,1757,1644,5535,189,82,4,19,15,3,0,0,0,32.98
2026-04-24,1262,1162,3239,154,96,4,14,17,1,0,0,0,30.83
2026-04-25,1319,1215,4265,194,95,5,15,14,3,0,0,0,37.51
2026-04-26,1142,1035,3864,203,77,1,9,8,4,0,0,0,32.2
2026-04-27,1033,955,4235,246,66,1,12,13,2,0,0,0,34.56
2026-04-28,982,875,3159,193,33,1,12,12,3,0,0,0,25.48
2026-04-29,1072,955,4592,257,40,1,10,15,5,1,0,0,30.75
2026-04-30,1342,1271,4093,183,83,4,15,15,4,0,0,0,26.39
2026-05-01,1418,1268,3238,137,69,2,17,16,5,1,0,0,24.11
2026-05-02,1055,933,2725,155,55,2,20,13,5,0,0,0,34.86
2026-05-03,1032,996,3887,226,63,3,14,8,3,0,0,0,40.11
2026-05-04,959,894,2765,173,51,1,17,12,2,0,0,0,35.01
2026-05-05,987,965,3537,215,53,1,11,12,4,0,0,0,31.0
2026-05-06,1375,1309,2521,110,106,4,22,21,4,1,0,0,29.83
2026-05-07,1443,1275,5339,222,108,5,21,10,3,0,0,0,32.49
2026-05-08,1619,1553,2725,101,90,4,23,21,3,0,0,0,19.8
2026-05-09,1309,1145,4058,186,101,3,20,18,4,0,0,0,22.17
2026-05-10,1329,1287,3633,164,55,2,20,18,4,1,0,0,19.57
2026-05-11,1054,942,2740,156,67,1,13,16,2,0,0,0,21.48
2026-05-12,1207,1162,3118,155,63,2,10,11,1,0,0,0,26.77
2026-05-13,1462,1420,4752,195,93,4,19,13,3,0,0,0,35.5
2026-05-14,2129,1844,6103,172,96,3,12,28,5,0,0,0,36.79
2026-05-15,1905,1702,7969,251,81,3,21,26,5,1,0,0,29.2
2026-05-16,1443,1387,3271,136,96,2,23,8,4,0,0,0,22.39
2026-05-17,1102,1017,2810,153,47,2,16,13,2,0,0,0,33.27
2026-05-18,911,821,2961,195,60,2,18,9,2,0,0,0,30.67
2026-05-19,1183,1119,3529,179,47,1,9,11,1,0,0,0,26.04
2026-05-20,920,784,2315,151,47,1,7,7,0,0,0,0,34.09
2026-05-21,1201,1048,3303,165,78,3,22,8,1,0,0,0,26.42
2026-05-22,1081,946,2721,151,35,2,19,10,1,0,0,0,33.43
2026-05-23,1138,1062,2029,107,76,1,20,12,1,0,0,0,35.0
2026-05-24,794,737,2051,155,52,2,5,8,2,0,0,0,24.42
2026-05-25,973,929,1849,114,67,3,18,10,1,0,0,0,30.94
2026-05-26,815,743,3233,238,37,1,12,10,3,0,0,0,30.24
2026-05-27,1017,991,1831,108,76,3,17,13,2,0,0,0,47.37
2026-05-28,1324,1276,2825,128,65,3,16,9,4,0,0,0,25.31
2026-05-29,1196,1036,5123,257,37,1,9,7,2,0,0,0,34.32
2026-05-30,1170,1026,2028,104,68,1,21,13,4,0,0,0,32.22
2026-05-31,971,848,3415,211,76,4,15,12,2,0,0,0,32.05
2026-06-01,810,690,2876,213,40,1,11,8,4,0,0,0,30.43
